store_id,date,labor_hours,labor_cost
7,4/27/2025,64,1472
21,9/5/2025,28,560
8,8/6/2025,64,1216
8,12/17/2025,38,874
12,11/23/2025,62,1054
9,7/15/2025,34,782
5,11/24/2025,43,731
6,5/1/2025,31,589
15,3/19/2025,29,464
19,3/4/2025,41,902
17,3/5/2025,35,700
22,12/17/2025,42,924
4,6/30/2025,48,1056
11,3/29/2025,38,608
9,5/4/2025,27,621
16,12/2/2025,34,714
8,5/19/2025,29,638
23,10/19/2025,63,1197
17,2/1/2025,31,496
6,4/24/2025,40,760
23,6/7/2025,52,1144
18,1/6/2025,46,782
7,1/10/2025,24,384
16,6/30/2025,41,615
17,1/16/2025,56,1400
2,2/14/2025,27,621
10,1/24/2025,39,741
6,11/2/2025,55,1100
1,10/17/2025,24,504
12,10/28/2025,49,1176
8,11/11/2025,44,880
5,6/5/2025,53,954
17,11/26/2025,35,560
12,11/12/2025,29,638
9,1/6/2025,62,1178
25,6/4/2025,27,648
10,6/2/2025,52,832
19,4/1/2025,28,504
15,11/19/2025,34,680
24,9/13/2025,44,748
7,4/23/2025,48,720
11,4/30/2025,25,400
17,8/17/2025,41,697
24,8/22/2025,47,1034
2,5/5/2025,57,1083
21,3/21/2025,57,1197
14,7/23/2025,57,1197
7,11/20/2025,41,861
3,10/15/2025,57,912
1,11/7/2025,39,741
18,4/14/2025,36,576
7,5/30/2025,38,570
13,11/24/2025,43,817
12,6/1/2025,47,846
12,12/27/2025,33,825
25,2/17/2025,47,893
13,1/12/2025,49,980
12,6/14/2025,37,740
16,1/23/2025,34,680
6,8/29/2025,51,867
5,11/28/2025,49,1176
19,9/2/2025,25,375
3,7/14/2025,31,496
9,7/27/2025,28,448
23,1/31/2025,50,800
17,7/13/2025,42,672
13,6/10/2025,28,560
12,7/25/2025,44,1056
22,4/19/2025,63,945
1,4/25/2025,46,736
6,8/12/2025,59,1239
5,10/4/2025,58,1044
23,12/27/2025,64,1600
4,7/29/2025,43,817
7,4/1/2025,59,1239
3,8/9/2025,51,918
15,10/11/2025,29,609
7,8/25/2025,54,1026
16,12/22/2025,56,1344
5,2/6/2025,35,525
4,9/15/2025,58,986
20,9/13/2025,36,648
18,6/2/2025,61,915
5,4/23/2025,25,425
12,1/9/2025,30,630
12,10/27/2025,53,1272
15,1/29/2025,30,600
16,3/1/2025,47,705
16,10/18/2025,45,765
3,3/5/2025,30,690
20,8/11/2025,57,1197
1,9/21/2025,35,525
19,3/10/2025,59,885
24,12/20/2025,39,858
14,11/30/2025,51,1122
23,11/9/2025,53,1007
16,7/14/2025,62,1116
20,2/18/2025,46,1012
16,3/10/2025,34,510
15,2/18/2025,45,765
13,6/20/2025,31,651
16,7/5/2025,52,988
13,12/2/2025,24,480
24,6/28/2025,45,990
5,7/31/2025,48,816
23,4/25/2025,32,800
13,7/11/2025,40,880
7,9/21/2025,55,1265
4,2/25/2025,49,833
20,7/16/2025,62,1488
22,10/15/2025,26,520
6,5/3/2025,30,570
21,3/31/2025,45,675
22,3/3/2025,58,986
15,1/22/2025,60,1500
8,9/14/2025,60,1500
18,6/16/2025,40,800
17,4/25/2025,43,688
17,3/6/2025,45,675
20,6/9/2025,46,874
6,7/30/2025,24,432
20,6/25/2025,24,360
11,4/10/2025,34,510
4,10/2/2025,24,408
13,7/10/2025,61,1525
3,1/5/2025,38,646
13,9/1/2025,64,1472
8,9/26/2025,57,1083
17,8/20/2025,26,572
20,12/11/2025,51,969
16,7/7/2025,52,1092
19,4/12/2025,44,1056
24,1/13/2025,60,1200
6,11/8/2025,43,817
10,9/11/2025,41,1025
23,3/3/2025,33,528
11,4/21/2025,31,682
21,9/4/2025,24,528
21,7/16/2025,46,690
20,9/10/2025,46,1012
23,6/19/2025,56,1064
21,4/14/2025,39,702
12,7/4/2025,37,777
1,5/10/2025,27,432
22,7/7/2025,40,680
23,6/14/2025,58,1276
22,5/31/2025,40,760
18,7/6/2025,41,902
17,10/10/2025,25,625
21,1/4/2025,35,700
8,2/23/2025,24,360
2,8/16/2025,51,867
25,8/26/2025,53,1113
14,5/2/2025,26,520
10,5/14/2025,62,1054
25,5/11/2025,39,624
13,11/25/2025,39,897
22,8/9/2025,25,450
24,6/28/2025,42,924
14,12/22/2025,35,805
7,8/13/2025,44,880
2,12/23/2025,57,1254
5,4/16/2025,24,528
24,2/4/2025,40,600
20,11/7/2025,42,924
7,6/23/2025,50,1000
2,9/19/2025,40,760
25,4/16/2025,53,1272
13,5/27/2025,54,1026
12,3/27/2025,44,880
14,10/21/2025,39,585
12,10/25/2025,45,1125
24,2/15/2025,31,589
25,3/30/2025,40,840
12,3/7/2025,30,600
5,6/22/2025,56,896
17,5/6/2025,58,986
15,12/22/2025,59,944
5,8/7/2025,50,950
10,12/1/2025,34,680
9,2/1/2025,60,900
22,3/3/2025,47,752
20,10/10/2025,57,1254
15,6/5/2025,37,814
7,4/21/2025,48,912
24,5/24/2025,36,648
13,11/24/2025,27,486
24,3/1/2025,49,735
19,4/5/2025,47,940
15,1/28/2025,24,600
6,1/27/2025,63,1386
16,2/4/2025,38,722
8,8/4/2025,42,924
13,9/1/2025,64,960
13,1/4/2025,40,880
17,11/11/2025,46,920
5,4/2/2025,55,1045
4,4/29/2025,54,972
18,7/1/2025,52,1040
17,4/25/2025,39,624
19,4/20/2025,44,1012
20,1/17/2025,40,880
21,4/17/2025,42,966
6,11/16/2025,43,860
21,8/31/2025,35,700
13,10/22/2025,50,1000
16,7/7/2025,59,1003
7,9/20/2025,34,680
14,10/11/2025,43,989
7,7/1/2025,34,748
1,6/20/2025,37,629
1,5/21/2025,53,1060
13,6/1/2025,35,875
9,1/31/2025,38,798
21,7/30/2025,59,1298
2,9/15/2025,36,612
15,9/12/2025,30,660
14,7/31/2025,52,1196
23,8/8/2025,47,1175
7,11/7/2025,57,1197
16,7/22/2025,36,720
25,2/9/2025,43,1075
20,11/17/2025,47,705
18,6/14/2025,38,646
23,9/9/2025,57,1197
3,5/15/2025,49,980
17,12/1/2025,37,666
24,11/8/2025,26,416
18,4/23/2025,37,925
25,9/24/2025,26,520
9,10/26/2025,63,1449
17,7/22/2025,55,825
22,4/19/2025,46,874
13,6/16/2025,61,1037
6,10/10/2025,51,1122
5,8/28/2025,39,702
3,10/15/2025,52,884
5,5/1/2025,28,420
24,10/16/2025,36,756
3,8/26/2025,56,896
11,12/14/2025,49,882
18,12/13/2025,55,1320
23,6/16/2025,45,720
2,2/12/2025,37,925
19,11/24/2025,38,646
21,2/7/2025,36,720
20,12/1/2025,29,435
21,9/2/2025,55,1100
12,6/9/2025,38,684
8,4/23/2025,61,1403
24,10/4/2025,58,1044
20,10/10/2025,28,560
23,2/19/2025,61,1403
7,1/3/2025,32,800
25,2/24/2025,30,660
20,7/20/2025,50,1200
6,9/4/2025,30,570
24,5/6/2025,33,825
2,4/26/2025,45,765
7,4/19/2025,33,495
10,1/30/2025,40,720
19,10/14/2025,36,576
21,7/23/2025,40,1000
14,1/5/2025,56,1400
11,9/11/2025,27,675
9,3/5/2025,38,836
12,10/9/2025,31,713
15,12/21/2025,24,528
23,3/27/2025,52,936
9,8/13/2025,47,1175
14,11/9/2025,32,768
17,10/17/2025,49,735
16,10/27/2025,48,1008
15,6/15/2025,33,660
22,10/4/2025,39,819
1,12/27/2025,36,720
18,3/5/2025,30,630
1,8/1/2025,31,744
11,7/22/2025,60,1080
6,5/9/2025,31,527
16,9/23/2025,37,740
12,10/18/2025,39,663
1,1/13/2025,30,570
25,12/13/2025,34,850
2,12/5/2025,52,1144
24,8/3/2025,55,1155
12,11/19/2025,56,1344
2,1/21/2025,58,1334
15,10/22/2025,47,1175
25,10/30/2025,56,1120
22,8/17/2025,47,1034
9,5/22/2025,44,880
6,9/2/2025,42,840
5,8/29/2025,37,740
12,10/30/2025,46,1012
21,12/5/2025,30,690
10,11/21/2025,51,1224
14,4/17/2025,26,546
13,11/30/2025,39,780
3,4/5/2025,34,782
9,10/16/2025,56,1176
9,4/29/2025,29,609
11,12/19/2025,56,1064
4,11/28/2025,42,798
4,7/28/2025,55,1375
19,12/5/2025,42,756
5,10/5/2025,35,525
3,2/25/2025,36,792
1,2/12/2025,60,1380
13,10/4/2025,58,1276
22,10/26/2025,59,1475
17,6/7/2025,27,486
25,3/20/2025,37,814
5,7/29/2025,56,1120
11,1/25/2025,52,1248
16,10/31/2025,35,525
13,9/12/2025,64,1216
6,4/25/2025,52,1144
6,10/11/2025,49,1029
23,5/19/2025,49,980
23,5/17/2025,55,1155
14,12/19/2025,27,594
19,8/8/2025,61,1525
24,12/16/2025,64,1536
18,7/19/2025,53,901
1,10/10/2025,50,800
13,6/17/2025,28,476
18,5/15/2025,26,650
3,12/20/2025,51,765
23,8/6/2025,43,645
9,5/14/2025,44,704
3,11/8/2025,29,638
24,11/11/2025,43,774
8,4/2/2025,50,800
24,10/15/2025,54,1134
2,3/5/2025,46,782
20,2/6/2025,29,551
13,2/10/2025,30,720
2,8/29/2025,46,966
10,3/30/2025,32,480
6,1/10/2025,51,867
17,10/7/2025,63,1071
7,1/3/2025,30,750
1,3/18/2025,61,1220
14,10/18/2025,24,504
10,1/5/2025,47,1128
2,4/30/2025,25,425
22,8/21/2025,52,1300
10,7/7/2025,46,1058
19,7/1/2025,26,624
19,11/20/2025,64,1536
24,3/24/2025,41,984
2,4/15/2025,45,990
20,11/13/2025,63,1134
6,2/12/2025,36,612
15,12/5/2025,62,1178
5,4/5/2025,63,1512
7,9/21/2025,62,1178
3,2/13/2025,27,486
15,7/6/2025,36,792
14,9/5/2025,35,700
19,11/29/2025,47,1175
10,5/26/2025,34,782
25,7/2/2025,31,682
12,3/8/2025,38,836
9,12/2/2025,42,882
1,6/30/2025,51,1275
24,8/12/2025,59,1180
16,7/17/2025,64,1344
4,5/25/2025,52,1196
9,8/29/2025,51,1275
23,4/3/2025,47,1034
13,5/29/2025,25,400
22,9/28/2025,64,1472
25,9/30/2025,50,800
11,8/9/2025,26,624
25,8/5/2025,63,1575
6,3/26/2025,45,1080
21,5/19/2025,27,513
24,5/4/2025,45,720
7,12/19/2025,57,969
1,7/9/2025,58,928
19,3/17/2025,61,1281
9,2/14/2025,46,736
18,6/6/2025,51,1224
24,5/31/2025,41,615
19,1/25/2025,64,1344
23,9/25/2025,27,432
1,8/1/2025,64,1408
19,12/12/2025,63,1197
22,6/16/2025,36,648
14,9/21/2025,24,408
6,11/8/2025,57,1197
24,6/9/2025,55,1320
3,6/3/2025,26,572
15,1/6/2025,57,969
8,4/18/2025,55,1320
18,7/16/2025,36,684
5,9/26/2025,57,1425
24,10/6/2025,33,627
25,1/28/2025,49,735
20,2/17/2025,43,989
15,3/5/2025,33,825
14,7/22/2025,37,703
5,11/18/2025,56,1344
19,6/26/2025,64,1600
8,10/6/2025,42,1050
15,7/30/2025,32,480
13,7/24/2025,38,646
12,1/1/2025,61,1159
22,5/22/2025,38,874
22,1/13/2025,47,893
4,2/22/2025,28,448
23,11/5/2025,45,900
1,8/16/2025,51,1173
4,8/8/2025,56,840
20,12/4/2025,53,848
23,8/18/2025,31,682
9,1/2/2025,49,735
3,9/22/2025,53,954
6,5/4/2025,33,759
12,9/17/2025,34,544
22,3/18/2025,55,825
11,7/25/2025,46,920
9,3/24/2025,45,720
10,7/31/2025,60,1500
19,11/27/2025,55,935
2,11/14/2025,24,408
11,6/10/2025,32,704
9,4/3/2025,63,1512
2,5/27/2025,26,442
7,9/4/2025,59,1416
19,8/26/2025,42,966
25,8/7/2025,55,935
23,5/23/2025,40,640
23,7/11/2025,50,1000
20,1/22/2025,31,682
4,8/9/2025,29,464
22,5/4/2025,47,940
6,11/22/2025,51,1020
11,10/7/2025,43,817
18,12/16/2025,43,688
22,2/17/2025,49,1176
17,6/22/2025,30,540
6,7/24/2025,34,850
10,6/28/2025,39,624
19,6/26/2025,47,1081
20,6/11/2025,46,966
5,5/24/2025,57,1083
12,1/5/2025,35,840
21,7/3/2025,47,1128
17,6/12/2025,63,1449
4,1/10/2025,58,986
2,6/22/2025,28,448
2,7/19/2025,25,525
10,7/24/2025,32,576
9,12/3/2025,50,850
7,7/26/2025,42,756
15,5/7/2025,43,946
8,6/10/2025,35,560
1,12/23/2025,57,1254
4,1/27/2025,34,544
8,2/11/2025,52,1196
14,12/19/2025,27,648
16,12/5/2025,35,805
1,12/7/2025,45,855
15,9/28/2025,33,561
7,5/29/2025,51,1173
11,12/29/2025,32,704
1,2/13/2025,43,946
9,11/24/2025,35,735
23,7/30/2025,36,900
2,1/25/2025,61,1464
22,10/22/2025,29,551
11,7/5/2025,27,486
25,4/16/2025,38,646
14,6/8/2025,46,1012
2,1/5/2025,29,435
3,6/6/2025,63,1512
9,7/19/2025,49,1029
22,10/24/2025,31,558
6,1/12/2025,28,448
1,6/25/2025,51,765
4,7/17/2025,53,901
12,12/24/2025,27,405
13,5/23/2025,42,714
13,6/25/2025,58,1276
14,12/12/2025,59,1298
25,10/17/2025,48,864
10,6/6/2025,51,969
6,1/28/2025,64,1024
11,1/2/2025,60,1440
4,5/27/2025,48,1104
1,4/21/2025,51,1275
20,7/10/2025,36,720
8,9/12/2025,61,1403
23,12/13/2025,49,833
13,5/9/2025,52,936
14,1/8/2025,55,1210
20,7/17/2025,59,1180
7,3/10/2025,61,1464
19,2/3/2025,26,650
17,6/10/2025,54,1296
15,10/19/2025,38,684
1,6/4/2025,54,1188
10,9/4/2025,63,1323
14,7/12/2025,63,1386
3,8/23/2025,64,1600
1,7/13/2025,58,1102
10,12/26/2025,50,1050
10,10/22/2025,59,1062
10,7/19/2025,26,624
11,4/18/2025,55,1045
25,10/12/2025,35,840
12,3/29/2025,60,1200
12,9/12/2025,28,476
8,9/19/2025,46,736
22,10/12/2025,32,800
4,7/12/2025,49,1127
14,1/22/2025,61,1525
19,6/12/2025,41,1025
23,10/12/2025,33,693
16,5/11/2025,55,935
12,10/11/2025,53,954
19,2/23/2025,39,897
19,4/1/2025,27,594
14,8/4/2025,43,903
14,11/8/2025,25,475
24,9/11/2025,58,928
2,7/25/2025,45,675
5,4/29/2025,24,576
24,8/9/2025,31,465
2,6/1/2025,62,1240
23,5/3/2025,36,612
8,10/24/2025,29,667
3,10/18/2025,59,1180
15,8/31/2025,32,512
12,4/30/2025,44,1012
16,10/14/2025,40,1000
21,3/27/2025,35,525
3,5/8/2025,44,1056
10,6/11/2025,33,759
11,10/11/2025,38,608
18,9/12/2025,43,903
9,12/8/2025,37,592
17,12/27/2025,59,944
1,4/18/2025,33,594
6,4/7/2025,59,1180
24,4/22/2025,26,520
4,9/29/2025,48,1008
10,5/24/2025,48,720
23,4/2/2025,34,510
19,11/28/2025,56,896
1,7/9/2025,58,928
16,11/16/2025,59,1416
14,2/25/2025,45,900
8,11/11/2025,42,924
14,10/10/2025,24,360
10,8/19/2025,63,1134
6,8/21/2025,62,1364
4,12/14/2025,39,936
14,1/18/2025,50,1050
3,10/11/2025,28,644
4,3/3/2025,24,456
9,1/23/2025,24,408
25,4/8/2025,54,1080
21,10/10/2025,45,810
9,3/19/2025,55,825
4,10/18/2025,56,896
4,4/6/2025,43,774
22,6/6/2025,24,456
11,1/7/2025,28,420
5,5/18/2025,28,448
18,2/14/2025,33,594
24,2/9/2025,29,725
3,5/9/2025,51,918
23,9/27/2025,24,480
11,12/26/2025,27,486
1,1/24/2025,29,638
5,6/20/2025,27,648
9,3/19/2025,50,1000
16,4/13/2025,46,828
10,4/10/2025,49,931
24,10/22/2025,60,1440
14,11/12/2025,28,420
13,6/1/2025,45,675
18,5/8/2025,24,528
18,1/8/2025,46,920
5,2/3/2025,62,1426
16,3/6/2025,53,1325
13,3/8/2025,28,700
23,1/20/2025,28,644
20,5/4/2025,51,969
21,3/18/2025,45,720
24,12/21/2025,37,740
17,1/26/2025,26,546
7,9/2/2025,30,690
21,9/26/2025,48,864
20,10/7/2025,35,805
7,6/1/2025,54,918
3,4/28/2025,38,874
16,5/12/2025,24,528
15,6/22/2025,48,816
14,5/3/2025,36,756
11,6/23/2025,43,946
21,3/19/2025,48,1152
11,8/23/2025,45,720
17,2/9/2025,28,588
4,9/6/2025,43,989
16,2/3/2025,32,608
7,6/9/2025,43,817
2,6/23/2025,47,705
25,1/31/2025,24,480
16,5/27/2025,27,675
3,1/26/2025,32,576
13,7/6/2025,28,700
17,7/6/2025,28,672
25,11/15/2025,50,1050
17,9/22/2025,64,1408
21,5/28/2025,53,901
1,4/25/2025,35,700
5,2/21/2025,32,768
19,6/18/2025,58,1102
22,10/24/2025,44,968
19,11/30/2025,28,448
20,9/18/2025,51,1275
21,6/14/2025,27,405
7,9/11/2025,63,1575
13,10/19/2025,38,722
20,9/8/2025,59,944
6,10/18/2025,47,1175
17,7/30/2025,60,900
1,12/21/2025,56,952
5,10/31/2025,36,612
9,10/21/2025,29,580
12,8/19/2025,59,1180
3,1/28/2025,55,1265
18,7/5/2025,41,861
13,9/1/2025,45,765
23,6/7/2025,58,1102
23,1/21/2025,24,552
19,2/21/2025,48,1200
15,6/10/2025,62,1178
3,3/8/2025,63,1071
6,6/17/2025,53,1060
14,3/20/2025,30,450
6,1/15/2025,35,630
8,12/31/2025,54,1188
22,9/29/2025,34,782
6,11/3/2025,61,1220
21,1/18/2025,44,660
3,3/6/2025,56,1008
20,2/28/2025,44,836
3,8/25/2025,52,1092
4,5/6/2025,27,513
24,12/4/2025,46,1150
16,9/4/2025,45,900
8,12/22/2025,33,528
17,12/14/2025,44,836
22,1/3/2025,26,546
5,4/2/2025,59,885
11,12/27/2025,26,546
11,2/6/2025,60,1380
6,8/6/2025,33,825
4,9/6/2025,28,700
1,10/31/2025,38,950
17,8/24/2025,26,572
21,9/11/2025,50,800
8,10/20/2025,49,1176
19,4/26/2025,55,880
24,6/21/2025,36,900
15,2/25/2025,40,840
18,9/16/2025,63,1386
1,3/14/2025,28,644
9,4/30/2025,35,875
21,12/4/2025,33,561
9,5/3/2025,37,925
13,6/7/2025,40,840
18,9/16/2025,35,595
2,9/2/2025,51,1224
7,7/16/2025,46,966
12,10/27/2025,33,561
25,10/4/2025,58,986
19,5/25/2025,55,990
8,1/31/2025,43,903
23,3/6/2025,56,1176
11,4/21/2025,34,680
17,9/11/2025,43,645
1,11/18/2025,49,784
4,12/9/2025,53,1113
19,5/20/2025,46,736
16,3/15/2025,24,456
15,8/15/2025,39,897
5,6/7/2025,50,950
2,5/13/2025,54,1026
7,4/28/2025,52,1196
19,10/29/2025,49,931
19,10/7/2025,30,510
19,3/4/2025,26,494
23,2/7/2025,34,612
20,11/5/2025,42,714
14,2/22/2025,40,1000
20,12/28/2025,39,702
4,3/30/2025,42,924
25,2/24/2025,42,630
20,10/25/2025,40,800
2,12/5/2025,29,667
4,9/9/2025,59,1121
18,5/12/2025,28,504
19,10/9/2025,42,714
12,12/16/2025,27,486
24,12/22/2025,58,1218
1,9/10/2025,49,1176
7,2/2/2025,60,1380
10,5/22/2025,63,1449
17,5/1/2025,60,900
16,4/11/2025,41,615
21,8/24/2025,56,896
21,11/30/2025,53,954
25,12/10/2025,53,795
23,8/25/2025,47,1175
10,8/20/2025,26,650
11,4/2/2025,35,840
23,5/7/2025,24,576
10,7/17/2025,61,1159
6,3/5/2025,57,912
1,7/20/2025,64,1216
25,6/30/2025,64,1600
6,9/20/2025,28,616
17,1/14/2025,27,675
4,8/20/2025,43,1075
19,3/13/2025,51,1071
25,2/8/2025,55,1100
12,2/2/2025,58,1160
23,3/28/2025,55,935
11,3/17/2025,64,1024
18,7/24/2025,42,1008
14,10/4/2025,63,1512
7,11/20/2025,64,1088
7,6/4/2025,27,540
16,11/8/2025,48,1200
16,6/14/2025,58,1044
11,8/3/2025,39,780
25,8/14/2025,49,980
9,5/4/2025,52,1144
21,6/24/2025,56,896
23,12/13/2025,61,1464
21,12/26/2025,25,550
20,5/8/2025,60,1380
24,12/1/2025,52,1196
17,10/7/2025,57,1140
19,11/27/2025,56,952
9,1/26/2025,38,836
7,3/29/2025,25,450
15,6/15/2025,28,588
5,3/30/2025,42,1050
15,10/12/2025,50,1000
19,11/1/2025,44,880
2,8/28/2025,59,1416
25,3/9/2025,34,748
9,1/16/2025,62,1302
5,12/3/2025,51,1173
4,2/17/2025,52,884
10,2/17/2025,40,1000
24,12/11/2025,45,900
2,10/7/2025,32,512
24,5/31/2025,28,448
16,7/6/2025,34,646
3,4/24/2025,25,375
18,1/3/2025,44,924
12,11/12/2025,53,1007
12,8/18/2025,34,578
2,3/20/2025,30,660
7,7/2/2025,32,544
13,2/4/2025,36,648
18,1/19/2025,38,836
1,4/27/2025,36,684
22,10/31/2025,25,575
2,7/13/2025,57,1140
6,3/1/2025,25,575
13,5/1/2025,31,496
17,7/15/2025,38,760
24,2/9/2025,62,992
18,3/19/2025,34,510
14,2/3/2025,55,1320
7,5/7/2025,44,924
15,11/30/2025,45,855
19,2/20/2025,31,589
1,4/19/2025,31,651
24,11/19/2025,39,585
20,4/5/2025,47,987
20,9/4/2025,31,558
4,10/24/2025,47,799
4,6/27/2025,38,570
11,9/12/2025,57,912
22,1/9/2025,58,1160
25,4/6/2025,60,1140
2,8/27/2025,33,759
11,7/31/2025,57,1197
19,10/28/2025,58,1276
17,1/28/2025,39,897
20,4/16/2025,37,629
16,11/26/2025,42,1008
20,1/25/2025,35,595
4,6/25/2025,60,900
21,5/26/2025,27,540
18,11/10/2025,28,700
17,2/1/2025,42,1050
3,7/4/2025,52,988
10,12/8/2025,56,1344
25,2/28/2025,35,665
20,10/30/2025,55,1100
7,10/5/2025,46,1150
23,3/16/2025,36,648
17,1/16/2025,48,912
5,5/2/2025,55,990
18,9/16/2025,50,950
8,1/5/2025,48,1152
25,7/3/2025,29,580
25,2/20/2025,37,592
8,5/25/2025,31,465
21,12/5/2025,50,800
24,10/25/2025,34,510
12,6/27/2025,49,1225
2,7/1/2025,55,1045
16,7/22/2025,59,885
21,7/29/2025,32,608
15,2/27/2025,60,1200
8,11/7/2025,56,1008
13,11/11/2025,49,1127
10,4/29/2025,49,1078
23,10/11/2025,56,1008
7,7/28/2025,25,400
23,2/2/2025,43,946
2,12/26/2025,60,1320
5,8/3/2025,56,1400
21,1/5/2025,50,850
20,11/29/2025,57,1425
21,3/30/2025,58,1334
13,10/25/2025,46,828
1,8/26/2025,64,1408
7,1/21/2025,63,1449
9,5/25/2025,49,1176
22,10/15/2025,33,495
9,1/7/2025,57,1368
10,3/12/2025,57,1026
7,12/28/2025,35,560
11,10/18/2025,64,1536
16,11/10/2025,59,1062
6,5/4/2025,39,858
22,5/27/2025,25,525
23,5/13/2025,45,900
6,12/14/2025,58,1334
25,8/6/2025,57,1254
21,6/3/2025,62,1178
15,6/10/2025,42,882
11,3/5/2025,34,612
22,3/30/2025,38,684
21,6/23/2025,62,1302
14,10/13/2025,33,594
16,12/14/2025,32,512
17,2/13/2025,40,680
10,12/9/2025,59,885
4,2/12/2025,31,713
24,7/23/2025,40,600
23,11/23/2025,60,1260
10,4/22/2025,51,765
5,8/22/2025,27,432
22,10/29/2025,34,850
15,6/19/2025,40,640
12,2/1/2025,62,1550
21,10/27/2025,44,792
13,12/20/2025,40,640
23,10/1/2025,35,595
10,7/25/2025,25,525
21,11/7/2025,45,990
9,4/11/2025,64,1024
2,9/23/2025,53,954
6,4/27/2025,29,522
18,12/20/2025,31,682
20,2/23/2025,27,432
24,10/14/2025,29,580
19,5/25/2025,45,720
15,1/23/2025,59,1298
7,3/22/2025,27,621
9,12/20/2025,55,1265
21,8/17/2025,54,1134
11,1/28/2025,44,660
3,3/9/2025,29,464
12,4/17/2025,51,1173
12,12/23/2025,63,945
21,1/12/2025,62,1178
19,12/13/2025,34,510
17,4/14/2025,58,928
15,3/19/2025,50,900
4,8/8/2025,56,1176
7,9/2/2025,36,612
21,1/25/2025,44,1056
20,11/7/2025,63,1386
17,7/19/2025,28,588
22,2/6/2025,41,697
14,12/3/2025,39,663
10,2/26/2025,32,480
10,9/12/2025,24,576
14,9/26/2025,63,1512
11,8/18/2025,40,640
20,4/30/2025,24,504
11,3/26/2025,59,1003
2,5/1/2025,57,855
25,5/5/2025,44,880
3,6/24/2025,48,1008
13,7/12/2025,39,936
10,5/26/2025,61,1403
18,12/21/2025,41,779
6,8/13/2025,61,915
15,6/12/2025,53,1272
2,12/4/2025,33,759
9,12/30/2025,38,950
10,7/27/2025,57,1425
5,10/16/2025,46,966
11,11/30/2025,44,704
20,10/7/2025,56,1232
10,10/13/2025,55,1100
1,8/20/2025,48,912
23,10/16/2025,57,969
17,11/23/2025,31,558
7,6/20/2025,55,1375
19,4/6/2025,46,1058
15,10/3/2025,47,893
1,7/2/2025,39,975
17,2/4/2025,51,765
18,4/18/2025,50,1150
5,11/13/2025,61,1281
10,12/17/2025,48,1056
12,7/3/2025,55,1155
17,9/17/2025,54,1080
8,9/2/2025,58,1102
17,3/3/2025,60,960
5,6/24/2025,42,798
11,8/21/2025,64,1344
17,5/12/2025,43,731
1,8/4/2025,39,897
12,1/24/2025,63,1386
5,9/17/2025,64,1344
19,1/2/2025,36,864
2,6/20/2025,61,1403
8,3/10/2025,40,600
7,11/29/2025,31,465
4,8/31/2025,62,1364
7,8/7/2025,60,1020
19,10/4/2025,28,616
8,3/15/2025,61,1220
16,11/26/2025,40,920
17,5/8/2025,54,1242
9,4/22/2025,27,540
13,3/14/2025,32,544
13,7/18/2025,55,1045
17,11/18/2025,51,1275
13,8/19/2025,60,1500
3,12/18/2025,41,615
1,9/29/2025,56,1288
20,6/9/2025,42,672
20,12/24/2025,25,600
9,6/6/2025,63,1386
18,11/8/2025,33,561
14,6/20/2025,55,935
15,7/21/2025,57,1197
19,1/22/2025,61,1037
8,7/24/2025,36,540
7,8/13/2025,49,1225
25,12/26/2025,39,585
25,7/26/2025,30,750
2,9/23/2025,24,600
15,1/10/2025,30,600
2,3/14/2025,49,882
14,12/21/2025,30,630
22,5/30/2025,26,598
13,5/4/2025,30,690
16,10/1/2025,49,1225
10,4/16/2025,63,1386
1,5/17/2025,35,875
3,11/29/2025,40,1000
9,5/4/2025,35,805
23,10/8/2025,50,1000
25,5/11/2025,39,819
8,6/21/2025,48,768
9,4/18/2025,36,684
25,11/19/2025,33,528
11,1/22/2025,47,1175
18,7/2/2025,41,738
19,6/25/2025,53,1113
25,12/24/2025,61,915
22,10/1/2025,55,1155
23,11/29/2025,41,697
24,1/21/2025,59,1298
11,2/8/2025,59,1298
10,12/12/2025,28,644
15,11/6/2025,55,1320
10,3/21/2025,64,1088
3,9/4/2025,56,1176
12,3/15/2025,25,375
14,6/23/2025,46,874
4,5/16/2025,63,1575
20,5/23/2025,47,987
25,1/10/2025,61,1220
20,12/6/2025,51,1275
5,3/27/2025,37,740
12,7/3/2025,35,630
13,8/31/2025,32,480
5,3/3/2025,36,612
9,9/14/2025,51,1275
17,1/7/2025,59,1416
21,6/14/2025,34,510
3,1/3/2025,56,1120
20,11/1/2025,34,578
5,10/18/2025,38,646
21,3/31/2025,58,1044
10,3/23/2025,44,1056
5,5/15/2025,37,629
24,5/31/2025,39,741
20,4/4/2025,35,630
20,2/25/2025,48,816
23,6/23/2025,39,819
14,11/29/2025,26,390
16,12/31/2025,27,432
23,9/6/2025,43,946
9,7/15/2025,61,1281
6,3/28/2025,28,560
15,7/25/2025,26,442
4,3/19/2025,51,867
16,5/24/2025,64,1152
19,7/12/2025,41,861
8,3/15/2025,33,627
10,6/17/2025,36,612
7,7/10/2025,32,608
16,9/17/2025,63,1323
8,5/30/2025,58,1044
21,10/26/2025,60,1080
12,4/28/2025,45,900
13,1/6/2025,51,765
22,7/19/2025,34,544
11,4/4/2025,48,864
23,4/22/2025,51,1020
20,3/23/2025,34,782
5,6/25/2025,33,759
9,8/1/2025,55,1210
11,3/3/2025,42,630
1,4/14/2025,51,918
